iter	Logloss
114	0.2238264346
115	0.2224974145
116	0.2215060724
117	0.2202815207
118	0.2193152038
119	0.2182204331
120	0.2169916952
121	0.215909774
122	0.2150148539
123	0.2140140656
124	0.2128178749
125	0.2119046191
126	0.2109778907
127	0.2097346481
128	0.2089766079
129	0.2080650304
130	0.206981546
131	0.2062942768
132	0.2052435074
133	0.2043203108
134	0.2032764409
135	0.2026042763
136	0.2014459801
137	0.200597489
138	0.1998880428
139	0.1990055345
140	0.1982442418
141	0.1972140087
142	0.1965069467
143	0.1958780031
144	0.1950774055
145	0.1944688697
146	0.1937115909
147	0.1929972874
148	0.1922328742
149	0.1917282962
150	0.1907431369
151	0.190054264
152	0.1894016597
153	0.1886998232
154	0.1879257691
155	0.1874063042
156	0.1868474572
157	0.186182024
158	0.1855267014
159	0.1848850783
160	0.1841028348
161	0.1833528943
162	0.1828285619
163	0.18244734
164	0.1818183968
165	0.1812313795
166	0.1806111386
167	0.1800184777
168	0.1792888281
169	0.1787100262
170	0.178218254
171	0.1777200085
172	0.1770954202
173	0.176619173
174	0.1762617962
175	0.1758781319
176	0.1752084174
177	0.1746423398
178	0.1741213538
179	0.173547099
180	0.1732258073
181	0.1726251509
182	0.1720606488
183	0.1714254388
184	0.1709754985
185	0.1705553441
186	0.1701356069
187	0.1695541181
188	0.1691410928
189	0.1686022031
190	0.167947621
191	0.1674095068
192	0.1671624644
193	0.1666636742
194	0.1663421911
195	0.1657974824
196	0.1652507625
197	0.1647856759
198	0.1645001159
199	0.1640761984
200	0.1638268837
201	0.1634275647
202	0.1629233327
203	0.162587242
204	0.162278904
205	0.1619331274
206	0.1616571285
207	0.1611794253
208	0.1607855585
209	0.160407235
210	0.1600179063
211	0.1597559092
212	0.1594856993
213	0.1590760004
214	0.1585550465
215	0.1580398373
216	0.1576333495
217	0.1571733908
218	0.1568272302
219	0.1566064389
220	0.156360334
221	0.1561343878
222	0.1557448474
223	0.1553575694
224	0.1549000603
225	0.1544968681
226	0.1541805648
227	0.1539218169
228	0.1534132495
229	0.1528300978
230	0.1524032041
231	0.1519798533
232	0.1515569775
233	0.1511681941
234	0.1508075222
235	0.1504385441
236	0.1501929608
237	0.1498949598
238	0.1493846288
239	0.1490357534
240	0.1487230655
241	0.1483048986
242	0.1480382667
243	0.1477183259
244	0.1472735714
245	0.1469436695
246	0.1465672334
247	0.1462445492
248	0.1459723912
249	0.1457868049
250	0.1455389106
251	0.1452851826
252	0.1448996328
253	0.144426888
254	0.1441180431
255	0.1438979925
256	0.1437088444
257	0.1435292262
258	0.143319106
259	0.1430725009
260	0.142727701
261	0.1423796674
262	0.1421571563
263	0.1418232394
264	0.141583401
265	0.1414876417
266	0.1411977446
267	0.1408911058
268	0.140557995
269	0.1402264503
270	0.1400067513
271	0.1396669861
272	0.1393818283
273	0.1390781584
274	0.1387400583
275	0.1384206187
276	0.1380387581
277	0.1377246856
278	0.1374795941
279	0.1371739905
280	0.1370134796
281	0.136755553
282	0.1364467798
283	0.1361590116
284	0.1359048681
285	0.1355835532
286	0.135272905
287	0.1350792951
288	0.134855686
289	0.1345387291
290	0.1343035503
291	0.1341034963
292	0.1337702655
293	0.1335053047
294	0.1333068625
295	0.1329546045
296	0.1326096363
297	0.1324609727
298	0.1322678525
299	0.1320781566
300	0.1318458085
301	0.131617565
302	0.1313410166
303	0.1309062575
304	0.1307890451
305	0.1305131567
306	0.1302320995
307	0.1299215595
308	0.1297588835
309	0.1295264365
310	0.1291282843
311	0.1287947823
312	0.128426675
313	0.1281549061
314	0.1279064822
315	0.1277762777
316	0.1274919498
317	0.1272838415
318	0.1270387135
319	0.1268351578
320	0.1266686408
321	0.1262840503
322	0.1260089029
323	0.1258150437
324	0.1255243151
325	0.1253597728
326	0.1251317619
327	0.1249642647
328	0.1248243694
329	0.1246625261
330	0.1245338965
331	0.1242659126
332	0.1240623262
333	0.1238716729
334	0.1235602871
335	0.1233682202
336	0.1231259787
337	0.1229706805
338	0.1227037596
339	0.1225537933
340	0.1223068542
341	0.1220633244
342	0.1219186346
343	0.1216075187
344	0.121336624
345	0.1210590858
346	0.1208067652
347	0.1204875381
348	0.120316198
349	0.1201034107
350	0.1198272731
351	0.1196358678
352	0.1194713239
353	0.1192987531
354	0.1191221306
355	0.1187633089
356	0.1185520672
357	0.1183545278
358	0.1182251473
359	0.1180168911
360	0.1178087524
361	0.1175709915
362	0.1173530542
363	0.1171954948
364	0.1169160945
365	0.1167988654
366	0.1165772896
367	0.1163931136
368	0.1161529553
369	0.1159970579
370	0.1158676757
371	0.115620883
372	0.1154247469
373	0.1151479562
374	0.1149310053
375	0.1147554064
376	0.1146077687
377	0.1143476784
378	0.1142237368
379	0.1139850347
380	0.113870724
381	0.1136883421
382	0.1134643704
383	0.1133343777
384	0.1130518529
385	0.1127818045
386	0.1124575541
387	0.1122264683
388	0.1120735481
389	0.1118623788
390	0.1117558998
391	0.1115736718
392	0.1114528488
393	0.1112480281
394	0.110919696
395	0.1107154359
396	0.1105840214
397	0.1104652234
398	0.1102772521
399	0.110052103
400	0.1098201791
401	0.1095008226
402	0.109280064
403	0.1091548069
404	0.1089069341
405	0.1087362808
406	0.1084932974
407	0.1082795306
408	0.1081982707
409	0.1080226599
410	0.1078087757
411	0.1076266672
412	0.107440363
413	0.1072494051
414	0.1070949429
415	0.106913801
416	0.1067629257
417	0.1066100727
418	0.1064199211
419	0.106263194
420	0.1060886588
421	0.1058604552
422	0.1057029265
423	0.1055387623
424	0.1053881157
425	0.105193373
426	0.105040796
427	0.1048331516
428	0.1046771547
429	0.1044892019
430	0.1043564891
431	0.1041728697
432	0.103997199
433	0.1038438391
434	0.103687838
435	0.1035409022
436	0.1033252611
437	0.1032078589
438	0.103076692
439	0.1029355518
440	0.1028019597
441	0.1026801026
442	0.1024682637
443	0.1022873866
444	0.1021495627
445	0.1019807201
446	0.101953602
447	0.1017401486
448	0.1015112398
449	0.1013365039
450	0.1011818749
451	0.1010121895
452	0.1008236966
453	0.1007187277
454	0.1005177287
455	0.1004382549
456	0.1003066028
457	0.1001559903
458	0.09994588209
459	0.09979879836
460	0.09952305731
461	0.09931768283
462	0.09921634735
463	0.09913714315
464	0.09902697363
465	0.09887283761
466	0.09873293236
467	0.09854314299
468	0.09844020019
469	0.09834353102
470	0.09819521234
471	0.09795858589
472	0.09779601552
473	0.09767917686
474	0.09746830898
475	0.09732926031
476	0.09720241505
477	0.09705055099
478	0.09682914525
479	0.09660096651
480	0.0964423422
481	0.09623199442
482	0.09592214037
483	0.09572472999
484	0.0955839175
485	0.09551929491
486	0.09536929434
487	0.09523861245
488	0.0950827162
489	0.0949101771
490	0.09481391241
491	0.09465050877
492	0.09447393669
493	0.09437745012
494	0.09423840744
495	0.09407343055
496	0.09390688142
497	0.09375663306
498	0.0935740423
499	0.09344828667
500	0.09332667486
501	0.09317540006
502	0.09294665737
503	0.09277305615
504	0.09269736144
505	0.09247151187
506	0.09239268183
507	0.09221971812
508	0.09206353641
509	0.0919073238
510	0.09178987375
511	0.09168705693
512	0.0915761582
513	0.09144943574
514	0.09126923754
515	0.0911302118
516	0.0910487793
517	0.09089940408
518	0.09079217353
519	0.09067950161
520	0.09058797499
521	0.09037879877
522	0.0902400575
523	0.09002639418
524	0.0898424066
525	0.08966264198
526	0.08949315329
527	0.08938047978
528	0.08927075699
529	0.0892075671
530	0.08905095121
531	0.0889362934
532	0.08879879306
533	0.08868741331
534	0.08857117529
535	0.08852951682
536	0.08837515574
537	0.0882185253
538	0.08808688137
539	0.08787149869
540	0.08775641527
541	0.08761081987
542	0.08741271675
543	0.0872671343
544	0.08710102991
545	0.08699625491
546	0.08688583262
547	0.08670557801
548	0.08658106849
549	0.08646690467
550	0.08639396274
551	0.08622892465
552	0.08617927976
553	0.08603439124
554	0.08586015311
555	0.08577731022
556	0.0856210097
557	0.0855035726
558	0.08535172429
559	0.08522412889
560	0.08507153183
561	0.08490565409
562	0.08477177568
563	0.08465464637
564	0.08450802792
565	0.08439253923
566	0.08433142773
567	0.0841920015
568	0.08407854735
569	0.08384902182
570	0.08377650809
571	0.0835688162
572	0.08334648171
573	0.08314930376
574	0.08306754433
575	0.08296632029
576	0.08286608481
577	0.08276783025
578	0.08265359605
579	0.08258450689
580	0.08232800179
581	0.08217789078
582	0.0821099365
583	0.08198690474
584	0.08180524195
585	0.08161875018
586	0.08143501098
587	0.08127825515
588	0.08123002403
589	0.08108769153
590	0.08095383983
591	0.08085228249
592	0.08077523979
593	0.0806526151
594	0.08051271522
595	0.08042406219
596	0.08026944116
597	0.08015979014
598	0.07999848323
599	0.0798581727
600	0.07967841924
601	0.07957600052
602	0.07945297753
603	0.07935891143
604	0.07918574738
605	0.07915375683
606	0.07912200889
607	0.07905003538
608	0.07896054708
609	0.07880393817
610	0.0787225868
611	0.07860180327
612	0.07847474231
613	0.07834971071
614	0.0782591555
615	0.07810356685
616	0.07796126026
617	0.07782609108
618	0.07771604815
619	0.07754912883
620	0.07744098427
621	0.07728849247
622	0.07724281278
623	0.07708651605
624	0.07695021458
625	0.07682737419
626	0.07667859322
627	0.07663812127
628	0.07654906336
629	0.07651958836
630	0.07630695447
631	0.07618999441
632	0.07604057314
633	0.0759657422
634	0.07576065638
635	0.0756359802
636	0.07551343485
637	0.07541983622
638	0.0753592173
639	0.07525348903
640	0.07514019315
641	0.07502590454
642	0.07484479612
643	0.0747033533
644	0.07457175343
645	0.07446472422
646	0.07432373172
647	0.07424223184
648	0.07403120907
649	0.07391851881
650	0.07379223292
651	0.0736808739
652	0.07349706932
653	0.07333711278
654	0.07320680746
655	0.07307114948
656	0.07296809165
657	0.0728422503
658	0.0727941037
659	0.07272132543
660	0.07262388041
661	0.07255643666
662	0.07248600032
663	0.07233360818
664	0.0722739856
665	0.07222750514
666	0.07212611903
667	0.07194695265
668	0.07179377988
669	0.07165565539
670	0.07153025718
671	0.07142439734
672	0.07132183907
673	0.07119924807
674	0.07110709929
675	0.07103631568
676	0.07097631513
677	0.07082506207
678	0.07076833081
679	0.070646654
680	0.07054420897
681	0.07044921272
682	0.07029255457
683	0.07017154797
684	0.07003847054
685	0.06993933226
686	0.06984628881
687	0.06974666493
688	0.06961990718
689	0.06951359562
690	0.06939791477
691	0.06932515803
692	0.06917855373
693	0.06902140279
694	0.06896585246
695	0.06890996962
696	0.06885399946
697	0.06875238052
698	0.06860842872
699	0.06849287346
700	0.06844209867
701	0.06830858427
702	0.06813451638
703	0.06796988356
704	0.06788021466
705	0.06781901006
706	0.06779906821
707	0.06773306733
708	0.06761979698
709	0.06754353971
710	0.06745241717
711	0.06741392294
712	0.0672690079
713	0.06714848491
714	0.06708421795
715	0.06694440379
716	0.06678377226
717	0.06669347262
718	0.06666515264
719	0.0666230614
720	0.06654082094
721	0.06646517049
722	0.06639653584
723	0.06629747651
724	0.06617769629
725	0.06610788988
726	0.06596828703
727	0.06586681521
728	0.06578708652
729	0.06568885527
730	0.06559631019
731	0.06547197092
732	0.06533091682
733	0.06520645515
734	0.06513168222
735	0.06505424043
736	0.06493781642
737	0.0649041372
738	0.06484053207
739	0.06468838872
740	0.06457838207
741	0.06449880488
742	0.0644070536
743	0.06432200913
744	0.0641753845
745	0.06411063671
746	0.06402196693
747	0.06392379628
748	0.06382000127
749	0.06372189163
750	0.06358582958
751	0.06349500246
752	0.06342974873
753	0.06331310224
754	0.0631919565
755	0.06310347251
756	0.06300356914
757	0.06291226599
758	0.06284452322
759	0.06269155577
760	0.06263237813
761	0.06256399346
762	0.06248124826
763	0.06237940326
764	0.06232224141
765	0.06222096454
766	0.06218305121
767	0.06203819438
768	0.06192893687
769	0.06184050431
770	0.06175332444
771	0.06168423648
772	0.06165502422
773	0.06157522217
774	0.06149619359
775	0.06139179935
776	0.06133735339
777	0.06124089474
778	0.06114270137
779	0.06106596806
780	0.06098634981
781	0.06082898757
782	0.06076678903
783	0.06069948362
784	0.06063420119
785	0.06055653933
786	0.0604801796
787	0.06040669444
788	0.06031016044
789	0.06024824496
790	0.06010919271
791	0.06001694226
792	0.05992583686
793	0.05987162335
794	0.0598260252
795	0.05971983404
796	0.05963713907
797	0.05956688015
798	0.05952122459
799	0.05941202011
800	0.05929921582
801	0.05921976144
802	0.05910442545
803	0.05901796044
804	0.05887052686
805	0.05881624278
806	0.05873821651
807	0.05869034102
808	0.05862245273
809	0.05850658409
810	0.05842900356
811	0.05837260959
812	0.05830187861
813	0.05816744602
814	0.05810258301
815	0.05801908786
816	0.05796620439
817	0.05783990035
818	0.05778842666
819	0.05763949279
820	0.0575629389
821	0.05749835298
822	0.05743376826
823	0.05738245604
824	0.05731428626
825	0.05725468162
826	0.05721367681
827	0.05715530971
828	0.05705612439
829	0.05698960282
830	0.05687588872
831	0.05678988619
832	0.05663830062
833	0.05656920787
834	0.0564718394
835	0.05638880036
836	0.05637064387
837	0.05631199768
838	0.05624047689
839	0.05620799017
840	0.05615069715
841	0.05603510042
842	0.05592943514
843	0.0558604297
844	0.05582258893
845	0.05574979072
846	0.05566569236
847	0.05561907555
848	0.05558554106
849	0.05553114933
850	0.05545215742
851	0.05543521615
852	0.05537206552
853	0.05528559772
854	0.05523804757
855	0.05520509318
856	0.05509115302
857	0.05505709026
858	0.05500048738
859	0.05496467157
860	0.05492204009
861	0.05480542071
862	0.05473802361
863	0.05462764218
864	0.05458423366
865	0.05450432476
866	0.05443778684
867	0.05438183183
868	0.05435364382
869	0.05429234632
870	0.05425977268
871	0.0542130554
872	0.05411676898
873	0.05404616718
874	0.05394369463
875	0.05388024021
876	0.05384402809
877	0.05372019516
878	0.05365005783
879	0.05356460551
880	0.05354106865
881	0.05346232752
882	0.05340627205
883	0.0533547844
884	0.05328797656
885	0.05318357753
886	0.05307132664
887	0.05300121881
888	0.05294545957
889	0.05289878016
890	0.05286721601
891	0.05283504226
892	0.0527465172
893	0.05263548272
894	0.05257899028
895	0.05249229203
896	0.05241768376
897	0.05240308361
898	0.05231563423
899	0.0522453458
900	0.05218532372
901	0.05208512772
902	0.05202631089
903	0.0519568653
904	0.05189892042
905	0.05182771778
906	0.0517608342
907	0.05168765365
908	0.05162497707
909	0.05158228499
910	0.05156071569
911	0.05143937379
912	0.05138492504
913	0.05133168913
914	0.0512780585
915	0.05120043212
916	0.05118401832
917	0.05106125189
918	0.05096575448
919	0.05093620294
920	0.05086303913
921	0.05084197497
922	0.05076015554
923	0.05071173464
924	0.05064617631
925	0.0505691986
926	0.05051237245
927	0.050491152
928	0.05047848631
929	0.05044112716
930	0.05041798541
931	0.05036421923
932	0.05031161125
933	0.05028321512
934	0.05024421733
935	0.05019596747
936	0.05013418397
937	0.05006138417
938	0.05002029644
939	0.0499618799
940	0.04986091442
941	0.04976266961
942	0.04973368023
943	0.04972330065
944	0.04964330603
945	0.0496102101
946	0.04953876467
947	0.04953009867
948	0.04945336536
949	0.04938975585
950	0.04928786818
951	0.04926664295
952	0.04919786238
953	0.04916998894
954	0.04911398489
955	0.04903393884
956	0.04899212708
957	0.0489389697
958	0.04888319371
959	0.04881351568
960	0.04876465901
961	0.04871637127
962	0.04865114107
963	0.04861399242
964	0.04855405048
965	0.0484997656
966	0.04848868153
967	0.04846875006
968	0.04842449829
969	0.04836675196
970	0.04831543336
971	0.04827937235
972	0.04824384798
973	0.04821185723
974	0.04817273545
975	0.04813583559
976	0.04806655267
977	0.04802830243
978	0.04798572279
979	0.04792271131
980	0.04786109765
981	0.04778551258
982	0.04775904453
983	0.04770230609
984	0.04765052939
985	0.04757790821
986	0.04752549001
987	0.04746793106
988	0.04739066071
989	0.04728731144
990	0.04724598848
991	0.04720510647
992	0.04717008206
993	0.04711469559
994	0.04704025318
995	0.04700463592
996	0.04696031079
997	0.04691906079
998	0.04687552588
999	0.04679983196
